1535,-59
1535,-58
1535,-57
1535,-56
1535,-55
1535,-54
1535,-53
1535,-52
1535,-51
1535,-50
1535,-49
1535,-48
1535,-47
1534,-47
1533,-47
1532,-47
1531,-47
1530,-47
1529,-47
1528,-47
1527,-47
1526,-47
1525,-47
1524,-47
1524,-48
1524,-49
1524,-50
1524,-51
1524,-52
1524,-53
1524,-54
1524,-55
1524,-56
1524,-57
1524,-58
1524,-59
1524,-60
1524,-61
1524,-62
1524,-63
1524,-64
1524,-65
1524,-66
1524,-67
1524,-68
1524,-69
1525,-69
1525,-68
1525,-67
1525,-66
1525,-65
1525,-64
1525,-63
1525,-62
1525,-61
1525,-60
1525,-59
1525,-58
1525,-57
1525,-56
1525,-55
1525,-54
1525,-53
1525,-52
1525,-51
1525,-50
1525,-49
1525,-48
1526,-48
1526,-49
1526,-50
1526,-51
1526,-52
1526,-53
1526,-54
1526,-55
1526,-56
1526,-57
1526,-58
1526,-59
1526,-60
1526,-61
1526,-62
1526,-63
1526,-64
1526,-65
1526,-66
1526,-67
1526,-68
1526,-69
1527,-69
1527,-68
1527,-67
1527,-66
1527,-65
1527,-64
1527,-63
1527,-62
1527,-61
1527,-60
1527,-59
1527,-58
1527,-57
1527,-56
1527,-55
1527,-54
1527,-53
1527,-52
1527,-51
1527,-50
1527,-49
1527,-48
1528,-48
1528,-49
1528,-50
1528,-51
1528,-52
1528,-53
1528,-54
1528,-55
1528,-56
1528,-57
1528,-58
1528,-59
1528,-60
1528,-61
1528,-62
1528,-63
1528,-64
1528,-65
1528,-66
1528,-67
1528,-68
1528,-69
1529,-69
1529,-68
1529,-67
1529,-66
1529,-65
1529,-64
1529,-63
1529,-62
1529,-61
1529,-60
1529,-59
1529,-58
1529,-57
1529,-56
1529,-55
1529,-54
1529,-53
1529,-52
1529,-51
1529,-50
1529,-49
1529,-48
1530,-48
1530,-49
1530,-50
1530,-51
1530,-52
1530,-53
1530,-54
1530,-55
1530,-56
1530,-57
1530,-58
1530,-59
1530,-60
1530,-61
1530,-62
1530,-63
1530,-64
1530,-65
1530,-66
1530,-67
1530,-68
1530,-69
1531,-69
1531,-68
1531,-67
1531,-66
1531,-65
1531,-64
1531,-63
1531,-62
1531,-61
1531,-60
1531,-59
1531,-58
1531,-57
1531,-56
1531,-55
1531,-54
1531,-53
1531,-52
1531,-51
1531,-50
1531,-49
1531,-48
1532,-48
1532,-49
1532,-50
1532,-51
1532,-52
1532,-53
1532,-54
1532,-55
1532,-56
1532,-57
1532,-58
1532,-59
1532,-60
1532,-61
1532,-62
1532,-63
1532,-64
1532,-65
1532,-66
1532,-67
1532,-68
1532,-69
1533,-69
1533,-68
1533,-67
1533,-66
1533,-65
1533,-64
1533,-63
1533,-62
1533,-61
1533,-60
1533,-59
1533,-58
1533,-57
1533,-56
1533,-55
1533,-54
1533,-53
1533,-52
1533,-51
1533,-50
1533,-49
1533,-48
1534,-48
1534,-49
1534,-50
1534,-51
1534,-52
1534,-53
1534,-54
1534,-55
1534,-56
1534,-57
1534,-58
1534,-59
1534,-60
1534,-61
1534,-62
1534,-63
1534,-64
1534,-65
1534,-66
1534,-67
1534,-68
1534,-69
1535,-69
1535,-68
1535,-67
1535,-66
1535,-65
1535,-64
1535,-63
1535,-62
1535,-61
1535,-60
1535,-59
1536,-59
1536,-58
1536,-57
1536,-56
1536,-55
1536,-54
1536,-53
1536,-52
1536,-51
1536,-50
1536,-49
1536,-48
1536,-47
1537,-47
1537,-48
1537,-49
1537,-50
1537,-51
1537,-52
1537,-53
1537,-54
1537,-55
1537,-56
1537,-57
1537,-58
1537,-59
1537,-60
1536,-60
1536,-61
1536,-62
1536,-63
1536,-64
1536,-65
1536,-66
1536,-67
1536,-68
1536,-69
1537,-69
1537,-68
1537,-67
1537,-66
1537,-65
1537,-64
